ProvState,Country,Lat,Long,Date,Deaths_Total,Deaths_Daily,Confirmed_Total,Confirmed_Daily
NA,Albania,41.1533,20.1683,2020-01-25,0,0,0,0
NA,Albania,41.1533,20.1683,2020-01-26,0,0,0,0
NA,Albania,41.1533,20.1683,2020-01-27,0,0,0,0
NA,Albania,41.1533,20.1683,2020-01-28,0,0,0,0
NA,Albania,41.1533,20.1683,2020-01-29,0,0,0,0
NA,Albania,41.1533,20.1683,2020-01-30,0,0,0,0
NA,Albania,41.1533,20.1683,2020-01-31,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-01,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-02,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-03,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-04,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-05,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-06,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-07,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-08,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-09,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-10,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-11,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-12,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-13,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-14,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-15,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-16,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-17,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-18,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-19,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-20,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-21,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-22,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-23,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-24,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-25,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-26,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-27,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-28,0,0,0,0
NA,Albania,41.1533,20.1683,2020-02-29,0,0,0,0
NA,Albania,41.1533,20.1683,2020-03-01,0,0,0,0
NA,Albania,41.1533,20.1683,2020-03-02,0,0,0,0
NA,Albania,41.1533,20.1683,2020-03-03,0,0,0,0
NA,Albania,41.1533,20.1683,2020-03-04,0,0,0,0
NA,Albania,41.1533,20.1683,2020-03-05,0,0,0,0
NA,Albania,41.1533,20.1683,2020-03-06,0,0,0,0
NA,Albania,41.1533,20.1683,2020-03-07,0,0,0,0
NA,Albania,41.1533,20.1683,2020-03-08,0,0,0,0
NA,Albania,41.1533,20.1683,2020-03-09,0,0,2,2
NA,Albania,41.1533,20.1683,2020-03-10,0,0,10,8
NA,Albania,41.1533,20.1683,2020-03-11,1,1,12,2
NA,Albania,41.1533,20.1683,2020-03-12,1,0,23,11
NA,Albania,41.1533,20.1683,2020-03-13,1,0,33,10
NA,Albania,41.1533,20.1683,2020-03-14,1,0,38,5
NA,Albania,41.1533,20.1683,2020-03-15,1,0,42,4
NA,Albania,41.1533,20.1683,2020-03-16,1,0,51,9
NA,Albania,41.1533,20.1683,2020-03-17,1,0,55,4
NA,Albania,41.1533,20.1683,2020-03-18,2,1,59,4
NA,Albania,41.1533,20.1683,2020-03-19,2,0,64,5
NA,Albania,41.1533,20.1683,2020-03-20,2,0,70,6
NA,Albania,41.1533,20.1683,2020-03-21,2,0,76,6
NA,Albania,41.1533,20.1683,2020-03-22,2,0,89,13
NA,Albania,41.1533,20.1683,2020-03-23,4,2,104,15
NA,Albania,41.1533,20.1683,2020-03-24,5,1,123,19
NA,Albania,41.1533,20.1683,2020-03-25,5,0,146,23
NA,Albania,41.1533,20.1683,2020-03-26,6,1,174,28
NA,Albania,41.1533,20.1683,2020-03-27,8,2,186,12
NA,Albania,41.1533,20.1683,2020-03-28,10,2,197,11
NA,Albania,41.1533,20.1683,2020-03-29,10,0,212,15
NA,Albania,41.1533,20.1683,2020-03-30,11,1,223,11
NA,Albania,41.1533,20.1683,2020-03-31,15,4,243,20
NA,Albania,41.1533,20.1683,2020-04-01,15,0,259,16
NA,Albania,41.1533,20.1683,2020-04-02,16,1,277,18
NA,Albania,41.1533,20.1683,2020-04-03,17,1,304,27
NA,Albania,41.1533,20.1683,2020-04-04,20,3,333,29
NA,Albania,41.1533,20.1683,2020-04-05,20,0,361,28
NA,Algeria,28.0339,1.6596,2020-01-22,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-01-23,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-01-24,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-01-25,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-01-26,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-01-27,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-01-28,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-01-29,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-01-30,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-01-31,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-01,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-02,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-03,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-04,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-05,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-06,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-07,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-08,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-09,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-10,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-11,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-12,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-13,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-14,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-15,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-16,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-17,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-18,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-19,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-20,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-21,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-22,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-23,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-24,0,0,0,0
NA,Algeria,28.0339,1.6596,2020-02-25,0,0,1,1
NA,Algeria,28.0339,1.6596,2020-02-26,0,0,1,0
NA,Algeria,28.0339,1.6596,2020-02-27,0,0,1,0
NA,Algeria,28.0339,1.6596,2020-02-28,0,0,1,0
NA,Algeria,28.0339,1.6596,2020-02-29,0,0,1,0
NA,Algeria,28.0339,1.6596,2020-03-01,0,0,1,0
NA,Algeria,28.0339,1.6596,2020-03-02,0,0,3,2
NA,Algeria,28.0339,1.6596,2020-03-03,0,0,5,2
NA,Algeria,28.0339,1.6596,2020-03-04,0,0,12,7
NA,Algeria,28.0339,1.6596,2020-03-05,0,0,12,0
NA,Algeria,28.0339,1.6596,2020-03-06,0,0,17,5
NA,Algeria,28.0339,1.6596,2020-03-07,0,0,17,0
NA,Algeria,28.0339,1.6596,2020-03-08,0,0,19,2
NA,Algeria,28.0339,1.6596,2020-03-09,0,0,20,1
NA,Algeria,28.0339,1.6596,2020-03-10,0,0,20,0
NA,Algeria,28.0339,1.6596,2020-03-11,0,0,20,0
NA,Algeria,28.0339,1.6596,2020-03-12,1,1,24,4
NA,Algeria,28.0339,1.6596,2020-03-13,2,1,26,2
NA,Algeria,28.0339,1.6596,2020-03-14,3,1,37,11
NA,Algeria,28.0339,1.6596,2020-03-15,4,1,48,11
NA,Algeria,28.0339,1.6596,2020-03-16,4,0,54,6
NA,Algeria,28.0339,1.6596,2020-03-17,4,0,60,6
NA,Algeria,28.0339,1.6596,2020-03-18,7,3,74,14
NA,Algeria,28.0339,1.6596,2020-03-19,9,2,87,13
NA,Algeria,28.0339,1.6596,2020-03-20,11,2,90,3
NA,Algeria,28.0339,1.6596,2020-03-21,15,4,139,49
NA,Algeria,28.0339,1.6596,2020-03-22,17,2,201,62
NA,Algeria,28.0339,1.6596,2020-03-23,17,0,230,29
NA,Algeria,28.0339,1.6596,2020-03-24,19,2,264,34
NA,Algeria,28.0339,1.6596,2020-03-25,21,2,302,38
NA,Algeria,28.0339,1.6596,2020-03-26,25,4,367,65
NA,Algeria,28.0339,1.6596,2020-03-27,26,1,409,42
NA,Algeria,28.0339,1.6596,2020-03-28,29,3,454,45
NA,Algeria,28.0339,1.6596,2020-03-29,31,2,511,57
NA,Algeria,28.0339,1.6596,2020-03-30,35,4,584,73
NA,Algeria,28.0339,1.6596,2020-03-31,44,9,716,132
NA,Algeria,28.0339,1.6596,2020-04-01,58,14,847,131
NA,Algeria,28.0339,1.6596,2020-04-02,86,28,986,139
NA,Algeria,28.0339,1.6596,2020-04-03,105,19,1171,185
NA,Algeria,28.0339,1.6596,2020-04-04,130,25,1251,80
NA,Algeria,28.0339,1.6596,2020-04-05,152,22,1320,69
NA,Andorra,42.5063,1.5218,2020-01-22,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-01-23,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-01-24,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-01-25,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-01-26,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-01-27,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-01-28,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-01-29,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-01-30,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-01-31,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-01,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-02,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-03,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-04,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-05,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-06,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-07,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-08,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-09,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-10,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-11,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-12,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-13,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-14,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-15,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-16,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-17,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-18,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-19,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-20,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-21,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-22,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-23,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-24,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-25,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-26,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-27,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-28,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-02-29,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-03-01,0,0,0,0
NA,Andorra,42.5063,1.5218,2020-03-02,0,0,1,1
NA,Andorra,42.5063,1.5218,2020-03-03,0,0,1,0
NA,Andorra,42.5063,1.5218,2020-03-04,0,0,1,0
NA,Andorra,42.5063,1.5218,2020-03-05,0,0,1,0
NA,Andorra,42.5063,1.5218,2020-03-06,0,0,1,0
NA,Andorra,42.5063,1.5218,2020-03-07,0,0,1,0
NA,Andorra,42.5063,1.5218,2020-03-08,0,0,1,0
NA,Andorra,42.5063,1.5218,2020-03-09,0,0,1,0
NA,Andorra,42.5063,1.5218,2020-03-10,0,0,1,0
NA,Andorra,42.5063,1.5218,2020-03-11,0,0,1,0
NA,Andorra,42.5063,1.5218,2020-03-12,0,0,1,0
NA,Andorra,42.5063,1.5218,2020-03-13,0,0,1,0
NA,Andorra,42.5063,1.5218,2020-03-14,0,0,1,0
NA,Andorra,42.5063,1.5218,2020-03-15,0,0,1,0
NA,Andorra,42.5063,1.5218,2020-03-16,0,0,2,1
NA,Andorra,42.5063,1.5218,2020-03-17,0,0,39,37
NA,Andorra,42.5063,1.5218,2020-03-18,0,0,39,0
NA,Andorra,42.5063,1.5218,2020-03-19,0,0,53,14
NA,Andorra,42.5063,1.5218,2020-03-20,0,0,75,22
NA,Andorra,42.5063,1.5218,2020-03-21,0,0,88,13
NA,Andorra,42.5063,1.5218,2020-03-22,1,1,113,25
NA,Andorra,42.5063,1.5218,2020-03-23,1,0,133,20
NA,Andorra,42.5063,1.5218,2020-03-24,1,0,164,31
NA,Andorra,42.5063,1.5218,2020-03-25,1,0,188,24
NA,Andorra,42.5063,1.5218,2020-03-26,3,2,224,36
NA,Andorra,42.5063,1.5218,2020-03-27,3,0,267,43
NA,Andorra,42.5063,1.5218,2020-03-28,3,0,308,41
NA,Andorra,42.5063,1.5218,2020-03-29,6,3,334,26
NA,Andorra,42.5063,1.5218,2020-03-30,8,2,370,36
NA,Andorra,42.5063,1.5218,2020-03-31,12,4,376,6
NA,Andorra,42.5063,1.5218,2020-04-01,14,2,390,14
NA,Andorra,42.5063,1.5218,2020-04-02,15,1,428,38
NA,Andorra,42.5063,1.5218,2020-04-03,16,1,439,11
NA,Andorra,42.5063,1.5218,2020-04-04,17,1,466,27
NA,Andorra,42.5063,1.5218,2020-04-05,18,1,501,35
NA,Angola,-11.2027,17.8739,2020-01-22,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-01-23,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-01-24,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-01-25,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-01-26,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-01-27,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-01-28,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-01-29,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-01-30,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-01-31,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-01,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-02,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-03,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-04,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-05,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-06,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-07,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-08,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-09,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-10,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-11,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-12,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-13,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-14,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-15,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-16,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-17,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-18,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-19,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-20,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-21,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-22,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-23,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-24,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-25,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-26,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-27,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-28,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-02-29,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-01,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-02,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-03,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-04,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-05,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-06,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-07,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-08,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-09,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-10,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-11,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-12,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-13,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-14,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-15,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-16,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-17,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-18,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-19,0,0,0,0
NA,Angola,-11.2027,17.8739,2020-03-20,0,0,1,1
NA,Angola,-11.2027,17.8739,2020-03-21,0,0,2,1
NA,Angola,-11.2027,17.8739,2020-03-22,0,0,2,0
NA,Angola,-11.2027,17.8739,2020-03-23,0,0,3,1
NA,Angola,-11.2027,17.8739,2020-03-24,0,0,3,0
NA,Angola,-11.2027,17.8739,2020-03-25,0,0,3,0
NA,Angola,-11.2027,17.8739,2020-03-26,0,0,4,1
NA,Angola,-11.2027,17.8739,2020-03-27,0,0,4,0
NA,Angola,-11.2027,17.8739,2020-03-28,0,0,5,1
NA,Angola,-11.2027,17.8739,2020-03-29,2,2,7,2
NA,Angola,-11.2027,17.8739,2020-03-30,2,0,7,0
NA,Angola,-11.2027,17.8739,2020-03-31,2,0,7,0
NA,Angola,-11.2027,17.8739,2020-04-01,2,0,8,1
NA,Angola,-11.2027,17.8739,2020-04-02,2,0,8,0
NA,Angola,-11.2027,17.8739,2020-04-03,2,0,8,0
NA,Angola,-11.2027,17.8739,2020-04-04,2,0,10,2
NA,Angola,-11.2027,17.8739,2020-04-05,2,0,14,4
NA,Antigua and Barbuda,17.0608,-61.7964,2020-01-22,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-01-23,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-01-24,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-01-25,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-01-26,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-01-27,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-01-28,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-01-29,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-01-30,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-01-31,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-01,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-02,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-03,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-04,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-05,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-06,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-07,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-08,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-09,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-10,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-11,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-12,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-13,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-14,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-15,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-16,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-17,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-18,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-19,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-20,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-21,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-22,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-23,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-24,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-25,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-26,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-27,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-28,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-02-29,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-03-01,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-03-02,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-03-03,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-03-04,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-03-05,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-03-06,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-03-07,0,0,0,0
NA,Antigua and Barbuda,17.0608,-61.7964,2020-03-08,0,0,0,0
